"Geneid","Length","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000160182.2_2",551,7,6,8,6
"ENSG00000160183.14_4",5713,68,50,79,75
"ENSG00000160190.13_5",6814,24,15,15,19
"ENSG00000160191.17_3",5266,372,385,276,251
"ENSG00000225218.1_5",285,5,18,14,11
"ENSG00000160193.11_2",2738,232,279,120,108
"ENSG00000160194.17_2",6345,726,730,728,625
"ENSG00000233056.2_4",2842,7,7,2,1
"ENSG00000160199.14_3",7621,248,260,240,223
"ENSG00000160200.17_2",6786,14,36,36,34
"ENSG00000160202.7_2",1821,46,15,17,16
"ENSG00000280095.1_5",476,3,2,3,6
"ENSG00000185186.8_3",2303,2,6,3,5
"ENSG00000160207.8_3",1908,30,31,16,22
"ENSG00000160208.12_2",5762,2229,2643,1384,1257
"ENSG00000160209.18_2",11912,1248,1761,1285,1139
"ENSG00000160213.7_3",3935,2027,2700,2262,2168
"ENSG00000160214.12_2",4251,547,748,438,352
"ENSG00000215458.8_5",4874,37,37,12,14
"ENSG00000160216.18_3",11296,1876,1928,2220,2186
"ENSG00000160218.12_2",11941,876,896,708,678
"ENSG00000160221.17_5",7952,5,12,12,8
"ENSG00000280071.3_6",3106,12,9,16,12
"ENSG00000160223.17_3",9341,50,87,157,153
"ENSG00000278158.1_5",235,1,1,2,5
"ENSG00000275799.1_5",449,1,1,2,5
"ENSG00000142182.8_3",1859,0,1,6,5
"ENSG00000232010.1_5",523,8,7,32,58
"ENSG00000141959.16_1",8926,1720,2573,2190,1917
"ENSG00000160226.15_4",6063,82,122,99,101
"ENSG00000184441.4_5",4354,8,20,29,32
"ENSG00000142185.16_5",6705,0,3,0,5
"ENSG00000160233.7_2",5869,201,338,574,431
"ENSG00000223431.1_4",482,8,6,14,17
"ENSG00000274225.1_2",644,4,3,12,7
"ENSG00000228709.1_5",912,250,317,239,219
"ENSG00000175894.16_5",4471,8,14,13,17
"ENSG00000235890.2_5",2355,114,174,293,266
"ENSG00000182912.6_4",3026,82,67,200,170
"ENSG00000184787.18_2",7388,3469,3699,3358,3158
"ENSG00000236519.1_5",1031,8,9,1,6
"ENSG00000184900.15_2",2732,3683,4023,2704,2910
"ENSG00000183255.11_3",3537,7015,8643,7015,6075
"ENSG00000160255.17_5",6797,217,329,423,331
"ENSG00000227039.6_5",2438,17,17,12,7
"ENSG00000183250.11_4",2656,10,11,18,17
"ENSG00000160256.12_3",1402,266,353,188,154
"ENSG00000276529.1_5",443,18,17,5,5
"ENSG00000235374.2_2",2636,18,30,20,22
"ENSG00000197381.15_3",10049,669,733,432,426
"ENSG00000186866.16_2",5862,630,861,847,834
"ENSG00000223768.2_3",7619,619,703,688,593
"ENSG00000273796.1_5",561,18,16,14,10
"ENSG00000182871.14_3",8525,2562,3859,4585,3858
"ENSG00000224574.1_5",552,5,5,6,4
"ENSG00000173638.18_4",9998,366,531,381,337
"ENSG00000233922.2_4",6810,66,61,107,106
"ENSG00000142156.14_2",5343,753,817,1077,989
"ENSG00000142173.14_3",5386,25,32,7,4
"ENSG00000160282.13_2",3311,1135,1630,1949,1752
"ENSG00000160284.14_2",2333,149,162,125,123
"ENSG00000160285.14_2",7238,2622,3363,5555,5009
"ENSG00000235878.4",804,160,204,371,401
"ENSG00000215424.9_6",7605,135,166,226,193
"ENSG00000160294.10_3",9360,1787,2139,1409,1196
"ENSG00000228137.1_6",390,13,19,21,18
"ENSG00000239415.1_6",2277,0,4,7,6
"ENSG00000182362.13_2",1807,105,111,96,77
"ENSG00000160298.17_6",5315,136,236,97,100
"ENSG00000160299.16_3",11660,868,1245,430,406
"ENSG00000160305.17_4",13557,1224,1441,1730,1596
"ENSG00000223692.1_5",428,8,8,6,2
"ENSG00000160310.17_2",8031,1174,1305,927,788
"ENSG00000215270.3",1049,9,9,7,9
"ENSG00000206195.6",5545,428,416,225,219
"ENSG00000272872.1",694,21,37,15,16
"ENSG00000271127.1",1388,4,13,2,6
"ENSG00000215268.3",2260,15,20,7,8
"ENSG00000240122.1_4",397,7,12,6,2
"ENSG00000100181.22_6",9653,1,1,13,18
"ENSG00000283633.1_5",3071,0,0,34,39
"ENSG00000172967.7_2",1690,2,2,0,6
"ENSG00000237438.7_3",4453,1,0,1,6
"ENSG00000177663.13_2",9036,523,535,508,544
"ENSG00000182902.13_2",4741,11,11,14,6
"ENSG00000131100.12_2",3212,1357,1147,900,930
"ENSG00000099968.17_2",7662,389,432,403,358
"ENSG00000015475.18_3",4446,275,292,276,271
"ENSG00000269220.1_3",2160,61,77,85,67
"ENSG00000243156.7_3",22354,1035,1142,898,844
"ENSG00000093100.13_6",4328,30,19,22,24
"ENSG00000225335.3_5",2235,9,15,15,14
"ENSG00000215193.12_4",20045,1046,1114,882,811
"ENSG00000280007.1_5",20396,8,11,28,42
"ENSG00000184979.9_2",2129,174,228,266,290
"ENSG00000100033.16_3",8776,8,8,14,21
"ENSG00000070413.19_4",5605,1368,1634,1456,1348
"ENSG00000273311.1_3",2214,26,39,36,25
"ENSG00000281530.1_5",803,4,2,2,8
"ENSG00000100056.11_5",6003,242,328,193,177
"ENSG00000260924.2_5",1445,26,24,23,20
"ENSG00000100075.9_2",2096,1206,1666,1484,1400
"ENSG00000070371.15_3",10048,375,404,366,345
"ENSG00000100084.14_3",4299,317,518,411,286
"ENSG00000242259.8_5",6943,361,459,354,326
"ENSG00000185608.8_2",1965,623,711,360,328
"ENSG00000185065.6_5",2097,7,8,10,8
"ENSG00000070010.18_6",8736,1449,1404,847,851
"ENSG00000273300.1_5",427,7,13,5,3
"ENSG00000273212.1_5",460,3,3,4,5
"ENSG00000093009.9_2",2846,477,569,111,124
"ENSG00000184058.14_4",3580,11,10,3,4
"ENSG00000185838.13_3",6988,14,17,17,12
"ENSG00000235776.2_5",801,7,13,8,6
"ENSG00000215012.8_6",6803,559,636,706,665
"ENSG00000184470.20_4",8373,200,234,199,192
"ENSG00000093010.13_4",5195,958,1129,919,793
"ENSG00000099889.13_3",5621,250,374,312,298
"ENSG00000183597.15_2",6157,289,336,253,268
"ENSG00000128191.15_3",7315,678,739,559,490
"ENSG00000099899.14_6",3963,294,349,306,264
"ENSG00000099901.16_4",4622,3981,4710,1511,1460
"ENSG00000099904.15_3",5542,518,740,956,869
"ENSG00000040608.13_4",3339,13,12,2,0
"ENSG00000128185.9_3",1154,97,115,121,114
"ENSG00000273343.1_6",631,4,11,6,10
"ENSG00000278558.4_4",2067,1,0,3,6
"ENSG00000274602.4_3",4812,727,924,1003,1021
"ENSG00000275793.1_3",6105,8,5,0,1
"ENSG00000161133.16_3",1592,17,12,4,10
"ENSG00000185252.18_3",6251,261,276,245,217
"ENSG00000244486.8_3",3323,143,259,216,236
"ENSG00000099910.16_3",4646,184,230,269,217
"ENSG00000099917.17_4",10374,1789,1908,1806,1798
"ENSG00000226287.8_3",2707,14,13,12,3
"ENSG00000241973.10_3",11407,1176,1449,1691,1542
"ENSG00000099937.10_2",2553,5941,8654,24173,21597
"ENSG00000099940.11_3",4953,1233,1239,893,990
"ENSG00000099942.12_2",5325,2956,3578,2205,1955
"ENSG00000237476.1_4",684,6,9,2,5
"ENSG00000183773.15_4",5401,80,137,102,76
"ENSG00000272829.1_5",395,4,12,4,2
"ENSG00000099949.19_4",8935,117,165,125,120
"ENSG00000184436.11_2",2879,229,276,218,212
"ENSG00000230513.1_5",2975,39,39,34,22
"ENSG00000099957.16_3",4730,2,5,2,1
"ENSG00000169635.9_2",7219,602,746,806,724
"ENSG00000206140.10_6",4299,18,10,10,16
"ENSG00000183506.17_4",7474,314,397,487,372
"ENSG00000185651.14_2",3838,3930,4168,2180,2017
"ENSG00000161179.13_3",1754,166,181,133,120
"ENSG00000161180.10_3",2949,8,10,7,10
"ENSG00000128228.4_2",1099,92,123,59,69
"ENSG00000207751.3_4",1093,3,6,6,6
"ENSG00000272954.1_6",430,3,3,3,7
"ENSG00000100023.18_3",7669,1607,1992,1625,1427
"ENSG00000100027.14_2",4713,65,70,41,29
"ENSG00000100030.14_2",11336,3343,3643,3053,2864
"ENSG00000100034.13_3",10083,412,576,543,472
"ENSG00000224086.5_5",37852,11,12,11,5
"ENSG00000100038.19_3",6641,602,737,566,507
"ENSG00000228050.1_4",1380,11,11,16,8
"ENSG00000274422.1_5",3229,181,210,280,321
"ENSG00000272779.1_5",1121,304,265,234,222
"ENSG00000211643.2_3",379,28,42,24,29
"ENSG00000211644.3_3",389,8,8,10,6
"ENSG00000275004.3_3",5701,342,383,302,292
"ENSG00000169548.3_3",2114,108,89,60,50
"ENSG00000185686.17_5",3772,8,7,75,65
"ENSG00000100121.12_3",1229,0,2,7,1
"ENSG00000100218.11_2",2436,10,8,8,11
"ENSG00000128266.8_2",3840,1166,1294,816,810
"ENSG00000100228.12_2",4107,20,38,30,33
"ENSG00000186716.20_4",12389,1182,1372,1140,995
"ENSG00000236794.5_4",255,7,9,12,13
"ENSG00000133519.12_4",3269,5,9,2,1
"ENSG00000280623.1_2",4911,4,6,1,0
"ENSG00000272733.1_5",1081,0,0,6,0
"ENSG00000189269.12_4",1302,7,17,16,14
"ENSG00000228315.11_5",6550,2,9,15,8
"ENSG00000234353.2_5",906,9,20,15,18
"ENSG00000244723.3_4",637,3,3,9,5
"ENSG00000273000.5_6",3126,5,0,4,2
"ENSG00000272578.5_5",7012,104,117,84,59
"ENSG00000187792.4_2",6924,243,251,247,204
"ENSG00000250479.8_3",1360,220,302,397,446
"ENSG00000099953.9_3",5176,94,119,418,302
"ENSG00000099956.19_5",16525,1748,1948,1061,1000
"ENSG00000133460.19_4",8890,772,683,547,667
"ENSG00000240972.1_3",1109,1491,2422,1687,1659
"ENSG00000218537.1_4",1476,20,40,23,29
"ENSG00000273295.1_5",5637,71,88,87,69
"ENSG00000099974.7_3",1545,5,3,2,2
"ENSG00000099984.11_4",1182,33,22,11,16
"ENSG00000235231.3",563,6,11,7,14
"ENSG00000272955.1",650,1,4,6,2
"ENSG00000184674.8",3820,646,742,591,587
"ENSG00000239334.1",2384,6,11,1,1
"ENSG00000099991.17_4",9388,4093,4910,2223,2154
"ENSG00000232545.1_6",558,25,35,31,27
"ENSG00000099994.10_2",5279,810,679,969,1039
"ENSG00000099998.17_5",6054,324,215,77,117
"ENSG00000230712.2_4",664,3,3,7,3
"ENSG00000128262.8_2",5137,20,20,4,3
"ENSG00000225098.1_4",691,10,7,1,6
"ENSG00000100014.19_5",7324,588,655,310,308
"ENSG00000128271.21_3",4193,5,6,3,2
"ENSG00000178803.10_5",4025,0,3,3,5
"ENSG00000100024.14_3",6793,10,13,39,32
"ENSG00000228923.1_6",480,2,1,9,2
"ENSG00000138867.16_3",4529,1537,1943,2231,1880
"ENSG00000100028.11_3",2544,3014,3741,2858,2502
"ENSG00000100031.18_5",4434,586,864,1425,1274
"ENSG00000178026.12_2",3422,107,152,173,158
"ENSG00000215481.9_4",1745,39,20,17,22
"ENSG00000284128.1_4",1603,0,7,2,4
"ENSG00000224334.1_5",1165,13,11,7,5
"ENSG00000167037.18_3",8607,5,2,0,2
"ENSG00000197077.13_4",16439,2711,2511,1650,1580
"ENSG00000203280.4_5",957,1,2,2,6
"ENSG00000100053.9_2",867,15,19,5,13
"ENSG00000231466.2_5",780,31,25,23,21
"ENSG00000100068.12_5",4687,102,141,121,97
"ENSG00000272942.1_5",747,8,18,13,11
"ENSG00000271138.1_2",397,3,7,11,11
"ENSG00000100058.12_2",6435,433,483,256,235
"ENSG00000272977.1_6",3754,61,58,44,36
"ENSG00000100077.14_5",9303,1412,1530,961,936
"ENSG00000224003.1_4",1628,5,7,3,1
"ENSG00000133454.15_2",9706,2,4,11,11
"ENSG00000100099.20_4",10782,838,988,859,763
"ENSG00000100104.13_3",4319,307,473,322,326
"ENSG00000100109.16_3",5436,503,540,374,340
"ENSG00000261188.1_5",2032,96,126,84,73
"ENSG00000128294.15_2",6957,241,330,321,334
"ENSG00000213707.2_4",563,5,14,2,6
"ENSG00000244625.5_5",2847,7,4,4,1
"ENSG00000231369.1_5",578,11,18,18,16
"ENSG00000169184.5_2",7693,11,11,3,1
"ENSG00000180957.17_3",5129,1854,1863,1257,1182
"ENSG00000235954.6_4",10818,158,245,119,91
"ENSG00000100154.14_4",12645,1263,1439,1380,1311
"ENSG00000183765.21_4",4493,675,715,303,290
"ENSG00000100209.9_2",1462,117,119,72,78
"ENSG00000159873.9_2",4326,2178,2510,1012,840
"ENSG00000100219.16_5",3028,4216,5027,2667,2422
"ENSG00000226471.6_6",1470,4,11,9,7
"ENSG00000183579.15_3",6968,2218,2366,1558,1451
"ENSG00000183762.12_3",7977,736,927,409,362
"ENSG00000186998.15_3",4899,7,4,8,9
"ENSG00000100263.13_3",3014,148,226,203,163
"ENSG00000182944.17_4",10326,9390,10074,7045,7099
"ENSG00000185340.15_2",4480,90,122,87,90
"ENSG00000100280.16_3",6721,1261,1617,1393,1205
"ENSG00000100285.9_2",3783,5,3,3,0
"ENSG00000100296.13_3",7878,1118,1337,828,673
"ENSG00000184117.11_3",3067,1365,1708,1929,1611
"ENSG00000186575.17_3",7170,680,750,546,507
"ENSG00000100319.12_2",3200,131,163,101,101
"ENSG00000184076.13_3",975,2529,2998,2115,1983
"ENSG00000100325.14_4",5416,1078,1283,1027,892
"ENSG00000100330.15_4",9903,687,848,822,773
"ENSG00000128342.4_2",3969,401,415,242,248
"ENSG00000239282.7_6",2746,0,5,5,3
"ENSG00000099992.15_4",7047,64,74,93,67
"ENSG00000099995.18_4",6329,4467,4540,2416,2901
"ENSG00000187860.10_4",6586,27,30,28,31
"ENSG00000099999.14_5",10624,69,87,172,176
"ENSG00000100003.17_3",5984,52,97,59,39
"ENSG00000242114.5_3",1695,35,77,24,26
"ENSG00000133488.14_2",2624,1,4,5,2
"ENSG00000214491.8_2",3392,12,38,62,54
"ENSG00000225774.2_4",1770,8,3,1,3
"ENSG00000128242.12_2",3017,101,136,187,239
"ENSG00000100029.17_3",4557,2057,2286,988,944
"ENSG00000185339.8_3",3122,23,18,18,8
"ENSG00000100036.12_3",5531,14,6,6,5
"ENSG00000167065.13_5",4450,84,77,26,26
"ENSG00000184792.15_4",6700,67,115,191,182
"ENSG00000237977.1_4",563,0,2,5,1
"ENSG00000133422.12_2",6258,2279,2572,1863,1792
"ENSG00000253352.9_4",10151,6906,7283,4753,4335
"ENSG00000183963.18_5",10242,1110,1187,670,678
"ENSG00000198832.10_4",3187,16,27,32,26
"ENSG00000185133.13_4",4822,107,127,65,83
"ENSG00000100078.3_2",2697,17,48,47,50
"ENSG00000138942.15_2",3447,481,506,536,529
"ENSG00000182541.17_3",6170,784,1013,697,621
"ENSG00000100100.12_4",3805,68,112,135,114
"ENSG00000228839.5_5",622,1,6,12,6
"ENSG00000100105.17_3",5693,898,1071,867,823
"ENSG00000213888.3_4",1943,21,18,18,11
"ENSG00000185721.12_3",2279,695,854,452,423
"ENSG00000184708.17_3",6084,879,933,762,670
"ENSG00000198089.15_5",12174,461,650,538,453
"ENSG00000241878.11_3",5002,759,901,773,778
"ENSG00000183530.13_5",11809,1351,1506,935,862
"ENSG00000100150.17_5",17331,153,147,114,101
"ENSG00000128245.14_4",2453,2088,2210,1196,1283
"ENSG00000232346.1_5",407,22,23,25,22
"ENSG00000214076.3_4",3730,9,17,20,26
"ENSG00000100220.11_2",2948,1615,1760,1040,921
"ENSG00000100225.17_4",8521,1983,2394,2489,2415
"ENSG00000185666.14_4",5444,165,163,119,121
"ENSG00000236054.1_5",457,2,0,6,8
"ENSG00000100234.11_2",4603,3151,3768,4050,3906
"ENSG00000133424.20_6",10687,511,614,580,483
"ENSG00000175329.12_2",3384,69,50,90,79
"ENSG00000233080.3_6",806,20,25,14,14
"ENSG00000100281.13_3",6006,911,912,519,522
"ENSG00000100284.20_5",5871,927,993,845,890
"ENSG00000100292.16_2",2405,438,551,252,235
"ENSG00000100297.15_3",7338,2148,2536,453,435
"ENSG00000221963.5_2",10121,457,530,647,550
"ENSG00000100320.22_4",10014,1893,2080,1863,1843
"ENSG00000128284.19_4",5901,101,127,144,156
"ENSG00000100336.17_3",4375,4,11,12,15
"ENSG00000128335.13_3",3484,900,1321,823,695
"ENSG00000100342.20_2",3519,1303,1827,1269,1143
"ENSG00000100345.21_3",9012,16878,19134,9861,8903
"ENSG00000237668.1_4",372,41,34,38,31
"ENSG00000100348.9_2",2050,1520,1813,1258,1165
"ENSG00000100350.14_3",5577,3209,3368,2663,2719
"ENSG00000100353.17_2",4070,2817,3219,1641,1675
"ENSG00000100360.14_3",8009,11,8,24,22
"ENSG00000128311.13_3",1937,111,147,196,228
"ENSG00000128309.16_2",6760,881,1205,1223,1162
"ENSG00000100379.17_5",2786,177,190,156,149
"ENSG00000187045.18_5",4232,109,129,222,223
"ENSG00000133466.13_2",7143,263,316,419,414
"ENSG00000278195.1_3",4520,27,6,3,7
"ENSG00000128340.14_4",2532,13,6,4,2
"ENSG00000100060.17_3",3042,24,34,52,25
"ENSG00000100065.14_3",5652,633,1004,1009,846
"ENSG00000128283.6_5",2573,2373,3196,3601,3512
"ENSG00000100079.6_2",828,42,91,186,149
"ENSG00000100083.18_3",9369,1145,1394,1279,1099
"ENSG00000100092.22_5",4892,126,206,97,70
"ENSG00000241360.1_3",2203,4,9,29,26
"ENSG00000100097.11_2",1099,689,678,606,581
"ENSG00000273899.4_3",3589,5,22,14,9
"ENSG00000100106.20_6",12254,700,657,508,521
"ENSG00000189060.5_2",2344,13267,15623,10635,10850
"ENSG00000100116.16_4",2104,166,204,186,140
"ENSG00000128310.2_2",1157,2,5,0,1
"ENSG00000100124.14_3",4487,408,447,413,371
"ENSG00000207696.1",97,3,4,5,5
"ENSG00000100129.17_5",4296,1880,2022,2275,1780
"ENSG00000279738.1_6",19416,24,24,25,22
"ENSG00000100139.13_3",5968,555,627,658,583
"ENSG00000278948.1_5",1849,67,71,90,85
"ENSG00000128346.10_4",2299,1,8,1,4
"ENSG00000272582.1_6",814,4,4,0,10
"ENSG00000100142.14_3",7042,652,802,491,439
"ENSG00000100151.15_2",4371,319,357,370,401
"ENSG00000128298.16_2",2146,251,380,500,426
"ENSG00000272720.1_5",1433,19,26,18,19
"ENSG00000184381.18_3",6758,162,228,232,232
"ENSG00000185022.11_4",5615,210,295,285,287
"ENSG00000198792.12_3",7080,1557,1613,2196,2195
"ENSG00000213923.11_4",6245,640,761,741,624
"ENSG00000244627.5_5",3851,72,90,85,62
"ENSG00000228620.1_5",556,6,1,2,5
"ENSG00000100196.10_2",1929,853,863,1295,1301
"ENSG00000100201.20_2",9995,13341,13723,7887,7812
"ENSG00000184949.15_4",10781,158,133,111,109
"ENSG00000100211.10_2",2348,358,425,224,225
"ENSG00000228274.3_6",3358,56,90,67,68
"ENSG00000100216.5_2",2191,842,987,478,405
"ENSG00000100221.10_3",4326,1009,1200,987,938
"ENSG00000100226.15_3",8166,902,1042,1004,914
"ENSG00000244491.1_6",461,1,3,6,2
"ENSG00000100242.15_4",6489,893,1330,1351,1132
"ENSG00000230149.2_6",527,7,6,4,6
"ENSG00000272669.1_6",491,22,29,15,25
"ENSG00000100246.12_3",2430,108,116,81,70
"ENSG00000221890.3_2",5784,657,735,676,677
"ENSG00000183741.11_2",8030,247,326,280,266
"ENSG00000128383.12_2",2358,11,8,3,1
"ENSG00000179750.15_3",1896,151,163,35,35
"ENSG00000244509.3_2",2818,1609,1560,1217,1299
"ENSG00000128394.16_2",3242,112,115,77,74
"ENSG00000239713.8_2",5437,44,51,43,42
"ENSG00000100298.15_2",1251,4,1,5,2
"ENSG00000100307.12_4",7461,74,78,94,82
"ENSG00000100311.16_4",3761,91,118,122,108
"ENSG00000100316.15_4",4787,12703,16411,13600,12043
"ENSG00000209482.1",95,5,12,4,7
"ENSG00000100321.14_5",6953,33,22,20,17
"ENSG00000100324.13_2",4456,494,615,433,413
"ENSG00000128268.11_2",5457,7,16,4,9
"ENSG00000100335.14_4",7555,1206,1544,1141,1104
"ENSG00000128272.14_2",2514,4700,6604,5183,4652
"ENSG00000187051.8_2",3763,207,279,172,156
"ENSG00000226085.3_4",820,12,9,13,14
"ENSG00000100351.16_3",6190,0,0,3,6
"ENSG00000100354.20_5",19998,1231,1389,1316,1242
"ENSG00000239900.12_3",7111,266,229,212,210
"ENSG00000284431.1_4",4563,4,11,0,8
"ENSG00000100359.20_3",4770,4,12,9,6
"ENSG00000196588.15_5",6533,959,911,671,703
"ENSG00000230071.2_4",1304,11,6,5,4
"ENSG00000128285.4_2",2961,6,6,2,0
"ENSG00000100372.14_4",3989,225,217,179,167
"ENSG00000100380.13_3",4147,9699,10224,8670,8003
"ENSG00000196236.12_2",9574,716,688,403,339
"ENSG00000100387.8_2",3092,317,321,248,213
"ENSG00000237214.3_5",582,8,10,4,4
"ENSG00000100393.12_3",12500,5157,5770,4637,4514
"ENSG00000100395.14_2",6451,738,782,496,512
"ENSG00000100399.15_3",2599,21,38,37,43
"ENSG00000100401.19_3",5348,1432,1780,835,757
"ENSG00000100403.11_2",10525,3660,4530,3361,3220
"ENSG00000167074.14_2",4715,79,105,59,70
"ENSG00000183864.4_3",4565,1623,1815,1237,1284
"ENSG00000100410.7_2",1235,656,692,331,306
"ENSG00000100412.15_2",4041,1601,2051,1951,1851
"ENSG00000100413.16_2",6594,477,639,508,452
"ENSG00000172346.14_2",3250,32,41,36,37
"ENSG00000100417.11_2",5082,178,278,213,210
"ENSG00000100418.7_2",4972,1036,1206,1431,1306
"ENSG00000196419.12_2",3288,9520,10786,5465,4929
"ENSG00000100138.14_3",2930,1308,1476,1176,1034
"ENSG00000184208.10_2",5341,298,328,170,132
"ENSG00000167077.12_4",5393,12,9,5,4
"ENSG00000100147.13_2",1270,130,163,81,75
"ENSG00000184068.2_5",2989,4,5,6,3
"ENSG00000198911.11_3",7557,3096,3970,5124,4771
"ENSG00000159958.6_3",3944,3,14,12,11
"ENSG00000100162.14_2",1778,53,107,27,20
"ENSG00000100167.20_3",7153,1,3,12,5
"ENSG00000198951.11_2",3706,430,458,385,374
"ENSG00000183172.8_2",1731,84,111,104,95
"ENSG00000184983.10_5",1416,898,981,758,785
"ENSG00000270083.1_6",399,4,6,11,6
"ENSG00000237037.9_5",5206,14,19,17,24
"ENSG00000213790.2_4",1189,34,43,31,42
"ENSG00000100197.21_3",2411,16,14,16,17
"ENSG00000205702.10_4",2257,27,35,40,33
"ENSG00000226450.2_4",1490,16,23,24,28
"ENSG00000100207.18_5",7548,1729,2004,1300,1223
"ENSG00000182057.4_4",1451,19,18,15,21
"ENSG00000233903.2_5",545,40,33,30,27
"ENSG00000273366.1_5",659,6,4,6,2
"ENSG00000189306.10_2",4082,530,682,327,281
"ENSG00000183569.17_3",2821,5,10,10,9
"ENSG00000182841.12_4",5092,192,216,182,196
"ENSG00000202058.1",283,3,2,6,2
"ENSG00000100227.17_3",3650,1224,1440,999,924
"ENSG00000100243.20_3",5973,7989,10840,10648,11133
"ENSG00000128274.16_3",3407,22,30,7,5
"ENSG00000234009.1_4",891,572,741,398,486
"ENSG00000242247.10_3",3381,1021,1251,933,836
"ENSG00000100266.18_3",4554,2470,2508,1163,1187
"ENSG00000100271.16_2",1749,88,96,57,54
"ENSG00000100290.2_2",953,13,10,13,20
"ENSG00000100294.12_2",2388,181,175,105,103
"ENSG00000100304.12_3",4622,938,1275,801,698
"ENSG00000186732.13_3",5821,5,6,11,9
"ENSG00000100344.10_3",3232,429,499,819,736
"ENSG00000100347.14_3",6435,899,962,702,657
"ENSG00000188677.14_4",7403,2,3,4,5
"ENSG00000215333.3_4",1283,5,1,0,1
"ENSG00000186654.20_4",5247,122,137,150,188
"ENSG00000226328.6_5",2263,68,60,91,105
"ENSG00000273243.1_6",473,9,13,12,11
"ENSG00000093000.18_3",8318,2468,2772,1446,1289
"ENSG00000100364.18_4",10019,934,1249,1011,996
"ENSG00000100373.9_3",1051,60,108,76,63
"ENSG00000100376.11_2",6512,582,717,586,482
"ENSG00000128408.8_2",1814,3,5,3,4
"ENSG00000077942.18_4",7285,3333,3593,2051,2220
"ENSG00000280383.1_6",23112,38,46,38,26
"ENSG00000130638.16_3",5127,1286,1497,1356,1176
"ENSG00000188064.9_3",5051,38,31,22,22
"ENSG00000273145.1_5",1207,7,6,6,8
"ENSG00000186951.16_3",13219,742,984,1954,1705
"ENSG00000205643.10_3",2005,69,78,55,68
"ENSG00000075234.16_3",3578,1335,1596,1449,1272
"ENSG00000277232.2_3",1518,3,6,1,3
"ENSG00000075218.18_3",4242,548,768,177,144
"ENSG00000100416.13_3",9219,548,672,306,277
"ENSG00000075275.16_3",12806,47,48,54,43
"ENSG00000075240.16_3",4885,294,387,373,330
"ENSG00000100422.13_2",4938,1174,1457,967,807
"ENSG00000260708.1_5",670,89,129,82,72
"ENSG00000054611.13_2",5315,679,709,435,404
"ENSG00000219438.8_3",3173,316,493,187,173
"ENSG00000205632.3_4",4015,4,5,7,5
"ENSG00000285722.1_1",2339,2,5,2,2
"ENSG00000100425.18_3",5850,905,1069,1020,951
"ENSG00000100426.6_3",6893,1113,1257,716,647
"ENSG00000182858.13_3",5350,295,398,342,293
"ENSG00000273192.1_5",2349,5,16,14,5
"ENSG00000184164.14_4",5165,342,367,285,278
"ENSG00000198355.4_2",2461,279,547,284,262
"ENSG00000073150.13_4",3102,40,49,59,52
"ENSG00000170638.9_3",3153,326,455,348,334
"ENSG00000273253.2_5",1001,3,6,11,2
"ENSG00000073169.13_4",2363,166,232,167,169
"ENSG00000273137.1_5",640,0,0,6,3
"ENSG00000128159.11_6",7689,540,714,621,574
"ENSG00000100429.17_3",4951,37,23,62,45
"ENSG00000188130.13_3",9424,301,400,335,263
"ENSG00000185386.14_2",2688,21,18,4,10
"ENSG00000196576.14_2",7257,4243,5145,5235,4814
"ENSG00000205593.11_3",5935,48,78,62,61
"ENSG00000100239.15_3",5349,1149,1693,2045,1741
"ENSG00000100241.20_3",9441,1086,1495,1533,1389
"ENSG00000128165.8_2",4276,142,170,472,460
"ENSG00000100253.12_2",1796,27,25,38,42
"ENSG00000100258.17_4",3054,912,1206,1290,1237
"ENSG00000025770.18_3",3159,287,393,210,186
"ENSG00000130489.14_3",1022,0,3,6,2
"ENSG00000272821.1_5",855,35,51,37,38
"ENSG00000025708.13_3",3320,15,35,43,47
"ENSG00000177989.13_3",2301,17,27,24,21
"ENSG00000130487.7_1",5133,3,7,12,5
"ENSG00000205560.12_3",4102,17,9,18,15
"ENSG00000254413.8_3",5022,22,20,30,38
"ENSG00000100288.19_3",3021,54,39,60,60
"ENSG00000205559.4_5",1169,6,8,4,11
"ENSG00000008735.13_2",5900,122,121,238,202
"ENSG00000100299.17_2",2932,216,267,402,374
"ENSG00000251322.7_3",7455,609,893,950,894
"ENSG00000100312.10_2",2059,4,3,11,7
"ENSG00000213683.4_5",760,5,5,3,4
"ENSG00000184319.15_4",4250,116,132,86,76
"ENSG00000079974.17_3",5870,509,503,322,326
"ENSG00000056998.19_3",3655,497,588,666,599
"ENSG00000006756.15_2",7030,257,301,296,281
"ENSG00000157399.14_3",2878,696,928,1150,1035
"ENSG00000062096.14_2",2204,1,0,2,10
"ENSG00000183943.5_2",6452,9,9,9,7
"ENSG00000285756.1_1",14235,287,293,288,235
"ENSG00000238193.1_5",1415,2,1,1,5
"ENSG00000130021.13_4",3168,435,516,362,304
"ENSG00000264268.1",78,0,6,3,4
"ENSG00000101846.6_2",6521,314,345,300,304
"ENSG00000182583.12_4",1055,5,3,1,1
"ENSG00000006757.11_2",3441,255,307,174,144
"ENSG00000011201.11_3",7131,9,3,11,12
"ENSG00000101849.16_5",9092,1500,1807,1251,1169
"ENSG00000101850.12_3",2486,6,6,1,9
