Gene	Score	0.95 MoE	P-Value	FDR
VCP	-0.4687947749945057		0.046542951212211914	0.34238532110091746
TCF7L2	-0.46885417104167076		0.046542951212211914	0.34238532110091746
LOC645238	-0.4688609727827997		0.046542951212211914	0.34238532110091746
LOC644655	-0.4690031570188706		0.04649306594831887	0.34238532110091746
TMEM37	-0.4691557265226539		0.046393295420532776	0.3417861080485116
SLC39A10	-0.4692111877709344		0.04634341015663973	0.3415441176470589
HADHB	-0.4693042765224312		0.04634341015663973	0.3415441176470589
GLB1L	-0.469410176519222		0.04619375436496059	0.34069168506254605
ABCC10	-0.469544017135764		0.04614386910106755	0.340449024659551
IMP5	-0.46963406967277277		0.04614386910106755	0.340449024659551
VANGL2	-0.46973922962002834		0.04589444278160231	0.3388581952117864
KCNS3	-0.4697639540527022		0.04589444278160231	0.3388581952117864
HIST1H2AK	-0.470024074697447		0.04569490172603013	0.33763361592333213
VAMP8	-0.4700591369656938		0.04564501646213708	0.33738938053097345
RAP1B	-0.47007313304315507		0.045595131198244036	0.33714496495758023
KIAA1641	-0.47010758457208535		0.045495360670457945	0.33653136531365313
UBR1	-0.470197087795684		0.045495360670457945	0.33653136531365313
KIAA0241	-0.47030073455467886		0.0454454754065649	0.336410635155096
LOC643675	-0.47032792712652866		0.04534570487877881	0.33579608422608054
ZC3H3	-0.47043987977629353		0.045146163823206624	0.3344419807834442
ZFP36L1	-0.47044862016767225		0.04504639329542053	0.33382624768946395
FCER1G	-0.47048195573281987		0.04504639329542053	0.33382624768946395
AFM	-0.47054070842735535		0.04504639329542053	0.33382624768946395
IL28RA	-0.4706095518064447		0.04504639329542053	0.33382624768946395
ADORA3	-0.47067715815417743		0.044996508031527487	0.33382624768946395
UNQ1887	-0.4706773339042233		0.044996508031527487	0.33382624768946395
TTC12	-0.47076392630108427		0.04494662276763444	0.33382624768946395
MBD1	-0.47097726917314336		0.04484685223984835	0.33320978502594517
IFNAR2	-0.47097849789426727		0.0447969669759553	0.33296255098257327
TBC1D20	-0.47101089799899204		0.04469719644816921	0.33234421364985167
FAM82B	-0.4710789328653021		0.044647311184276166	0.3320964749536178
C13ORF31	-0.4712437430260535		0.04444777012870398	0.3307349665924276
CHRND	-0.471278205305612		0.04444777012870398	0.3307349665924276
MYH7	-0.4713445636700892		0.04439788486481094	0.3306092124814265
PKP2	-0.4714033555076992		0.04439788486481094	0.3306092124814265
EPM2AIP1	-0.4714233874853746		0.04439788486481094	0.3306092124814265
DKFZP564N2472	-0.47142920627001117		0.04439788486481094	0.3306092124814265
ULK1	-0.4715008833097786		0.04439788486481094	0.3306092124814265
LOC338667	-0.4715657870318968		0.04439788486481094	0.3306092124814265
OSBPL8	-0.47162397396611067		0.04434799960091789	0.3306092124814265
LOC283404	-0.471673766008993		0.04434799960091789	0.3306092124814265
CCDC99	-0.4716932873876504		0.044298114337024845	0.3306092124814265
TMEM45B	-0.47174779872066014		0.0442482290731318	0.33060007454342155
SRD5A1	-0.47175727928580413		0.0442482290731318	0.33060007454342155
CARHSP1	-0.471842912186906		0.04419834380923875	0.3304737038418501
PANK4	-0.47191478527344904		0.04419834380923875	0.3304737038418501
CENTD3	-0.4719589775569911		0.04419834380923875	0.3304737038418501
CHEK1	-0.47199203281579766		0.04414845854534571	0.330470500373413
DCUN1D4	-0.4720269228982556		0.04414845854534571	0.330470500373413
YTHDC2	-0.47203032744747186		0.04414845854534571	0.330470500373413
SYT14	-0.47210435534229067		0.04409857328145266	0.3304672897196262
GPR1	-0.47213142174713424		0.04409857328145266	0.3304672897196262
EIF2AK3	-0.47215374080012656		0.04409857328145266	0.3304672897196262
LOC283859	-0.4723422031529369		0.04389903222588047	0.32934131736526945
KIAA1279	-0.47239284948575166		0.043849146961987426	0.3290902283788843
CDC42EP4	-0.47258698951111866		0.04369949117030829	0.32808988764044944
CTAG1B	-0.472700063271184		0.04364960590641524	0.32783814162607716
MBD4	-0.47292474502497867		0.04345006485084306	0.3264617691154423
SLC4A1	-0.4729692064153341		0.04345006485084306	0.3264617691154423
GAL3ST3	-0.47301308569638856		0.04345006485084306	0.3264617691154423
MATN3	-0.4730314377981816		0.04345006485084306	0.3264617691154423
SUV420H1	-0.47303978424857956		0.04345006485084306	0.3264617691154423
CHD9	-0.47305847550567987		0.04345006485084306	0.3264617691154423
ZNF442	-0.47319255965393076		0.04340017958695001	0.3264617691154423
C21ORF122	-0.47322738084713173		0.04340017958695001	0.3264617691154423
ZNF462	-0.4734532474656412		0.043250523795270876	0.32593984962406014
JAK2	-0.4737595515427011		0.04305098273969869	0.3245581045505829
LOC391241	-0.47380740140506244		0.04300109747580565	0.32430398796087284
KIAA1632	-0.4738086976883029		0.04300109747580565	0.32430398796087284
TNFRSF11B	-0.4738504901571072		0.04300109747580565	0.32430398796087284
KIF12	-0.4740377339796217		0.0429512122119126	0.32429378531073444
UPK3B	-0.47432176619510635		0.042801556420233464	0.32328560663149963
CAPZA1	-0.47434434232953815		0.042801556420233464	0.32328560663149963
SFN	-0.4743470630813553		0.042801556420233464	0.32328560663149963
LOC643326	-0.4743581500375532		0.042801556420233464	0.32328560663149963
ARHGEF12	-0.47442544396883396		0.04275167115634042	0.32328560663149963
ATG5	-0.47446642961838414		0.04275167115634042	0.32328560663149963
NANOS2	-0.47446853731319116		0.04275167115634042	0.32328560663149963
RAD51	-0.47450010314742774		0.04275167115634042	0.32328560663149963
WDR45	-0.47453618789479896		0.04275167115634042	0.32328560663149963
C16ORF69	-0.4745460172139166		0.04275167115634042	0.32328560663149963
ARL2BP	-0.4746781916573177		0.04275167115634042	0.32328560663149963
C1ORF191	-0.47468603542942817		0.04275167115634042	0.32328560663149963
FAM83H	-0.47476389742157044		0.04270178589244737	0.32328560663149963
KHDRBS1	-0.47487696426515846		0.04260201536466128	0.32328560663149963
UBADC1	-0.4749123760377356		0.04260201536466128	0.32328560663149963
ZFAND6	-0.47496906817114726		0.04245235957298214	0.3224706328154604
PTPN9	-0.4750401753073535		0.04245235957298214	0.3224706328154604
CXORF38	-0.47504441941174097		0.04245235957298214	0.3224706328154604
PIM1	-0.4751342980893967		0.04245235957298214	0.3224706328154604
FRRS1	-0.47518599979705667		0.04245235957298214	0.3224706328154604
TPMT	-0.47522482866208965		0.0424024743090891	0.3224706328154604
MRCL3	-0.47527533597510774		0.0424024743090891	0.3224706328154604
GNG10	-0.4755425464075969		0.04235258904519605	0.3224706328154604
C7	-0.4755575312490678		0.04235258904519605	0.3224706328154604
SOX4	-0.4756887851819756		0.042202933253516914	0.32167300380228137
WWC3	-0.475944995592941		0.04195350693405168	0.3198934956257132
C22ORF5	-0.4760441479472556		0.041853736406265586	0.3192541856925418
DGCR2	-0.47606059955487956		0.041853736406265586	0.3192541856925418
THSD4	-0.47620329873250256		0.04180385114237254	0.3191165270373191
ZC3H7A	-0.47627896953197624		0.041753965878479495	0.31885714285714284
APOBEC3C	-0.47643574235191827		0.0416541953506934	0.3182164634146341
LOC285547	-0.4765535605823091		0.04155442482290731	0.31757529546321
ARL6IP6	-0.4765652480543738		0.04155442482290731	0.31757529546321
KIAA1305	-0.4765805158421301		0.041504539559014265	0.3174360930942388
ZNRF1	-0.4767241560068015		0.041504539559014265	0.3174360930942388
FRK	-0.4768353606622164		0.04135488376733513	0.316533027873234
TRIM66	-0.47683799572589797		0.04135488376733513	0.316533027873234
LOC644250	-0.4768666256887707		0.04135488376733513	0.316533027873234
FLJ39653	-0.4768743608211996		0.04135488376733513	0.316533027873234
ECHDC2	-0.4769081822565975		0.04130499850344208	0.316533027873234
NCK1	-0.4771640833300752		0.041255113239549036	0.31637337413925015
EGFR	-0.4771756615493116		0.041255113239549036	0.31637337413925015
NOD3	-0.4773282636460526		0.041155342711762945	0.3158499234303216
SLC6A4	-0.4774730014428815		0.041155342711762945	0.3158499234303216
AMID	-0.47748114556867594		0.041155342711762945	0.3158499234303216
GAB1	-0.47754894606989284		0.041155342711762945	0.3158499234303216
TYMS	-0.47756115472359534		0.041155342711762945	0.3158499234303216
SGPP2	-0.47760406853298903		0.0411054574478699	0.3158499234303216
PTP4A1	-0.47764817474286403		0.0411054574478699	0.3158499234303216
FLJ11850	-0.47767900020849924		0.0411054574478699	0.3158499234303216
MAP3K12	-0.4777956878850568		0.0411054574478699	0.3158499234303216
GARNL1	-0.4781364243049427		0.040905916392297716	0.31502112946600075
LOC283143	-0.47836031351918507		0.04075626060061858	0.31398923904688697
TMEM142C	-0.47839825645971457		0.04060660480893944	0.312956555171088
DDIT4L	-0.47865214047399085		0.0404569490172603	0.3119230769230769
KIF18A	-0.47872963444017774		0.04040706375336726	0.3116583301269719
FLJ14126	-0.4788288873856905		0.040207522697795074	0.3102386451116243
P2RY2	-0.47884640961790126		0.040207522697795074	0.3102386451116243
ARTS-1	-0.4789464213007303		0.04015763743390203	0.31009244992295837
RAB3D	-0.4789867414505843		0.04010775217000898	0.30982658959537573
BTAF1	-0.4791422792419918		0.040007981642222884	0.30917501927525054
GPR161	-0.47929005246321293		0.03990821111443679	0.308522946394138
ATE1	-0.47937172648958776		0.03990821111443679	0.308522946394138
LPXN	-0.479386429014918		0.03990821111443679	0.308522946394138
TANK	-0.4793961146034858		0.03990821111443679	0.308522946394138
MON2	-0.4796863843439907		0.03965878479497156	0.30706836616454225
SGOL2	-0.4797341492375348		0.03960889953107852	0.30680061823802157
LOC642891	-0.47974417484779747		0.03960889953107852	0.30680061823802157
MLL2	-0.479866216093636		0.03955901426718547	0.30665119876256763
PRKAR1A	-0.4799523090449416		0.03945924373939938	0.3059961315280464
TBC1D12	-0.47999469982327925		0.039409358475506334	0.3057275541795666
LRRC57	-0.4800194873668939		0.03935947321161329	0.30545876887340306
CCNB3	-0.48020468610229466		0.03935947321161329	0.30545876887340306
C16ORF44	-0.48020538247550004		0.03935947321161329	0.30545876887340306
ETNK1	-0.4803730692972948		0.03935947321161329	0.30545876887340306
KIAA0974	-0.48045035424911786		0.03930958794772024	0.30545876887340306
NRBP1	-0.48049615488799824		0.0392597026838272	0.3052754072924748
LOC441261	-0.4805811500759664		0.0392597026838272	0.3052754072924748
ELOVL7	-0.48063790161565784		0.03920981741993415	0.3051242236024845
GOLGA	-0.48066207773118436		0.03920981741993415	0.3051242236024845
PTP4A2	-0.4807343680997642		0.03920981741993415	0.3051242236024845
PAH	-0.4807455234883037		0.03920981741993415	0.3051242236024845
ODF2	-0.48074719131484034		0.03920981741993415	0.3051242236024845
TMEM16J	-0.48078010004498367		0.03920981741993415	0.3051242236024845
PDLIM2	-0.4809637940363715		0.039159932156041105	0.3051242236024845
HDAC8	-0.48096985163842776		0.039159932156041105	0.3051242236024845
PRAC	-0.4809937899933091		0.039159932156041105	0.3051242236024845
LOC541469	-0.48103456659664023		0.039159932156041105	0.3051242236024845
PMS2L1	-0.48112297968150236		0.039159932156041105	0.3051242236024845
EPHB2	-0.48113607243133405		0.039159932156041105	0.3051242236024845
C14ORF118	-0.48128975071736746		0.03911004689214806	0.3051242236024845
ZZEF1	-0.48138671842621705		0.039060161628255013	0.3051242236024845
ARHGAP22	-0.48142190716023625		0.039060161628255013	0.3051242236024845
ARRDC3	-0.48142665433538095		0.039060161628255013	0.3051242236024845
IL18RAP	-0.4815581664122652		0.03896039110046892	0.30507812500000003
EZH2	-0.48163614176728975		0.038910505836575876	0.30480656506447834
FLJ31306	-0.4816827716167846		0.038910505836575876	0.30480656506447834
CDCA2	-0.48172319611228553		0.03886062057268283	0.3046538912788424
ZNF654	-0.48197474293396925		0.038810735308789784	0.30438184663536777
GMFB	-0.48210706660779606		0.038810735308789784	0.30438184663536777
PPP1R14D	-0.48216509688987985		0.03876085004489674	0.3042286609240408
PSG3	-0.4822795661671127		0.03876085004489674	0.3042286609240408
BFSP2	-0.48234630116026006		0.03876085004489674	0.3042286609240408
KIAA0319L	-0.4823619201478321		0.03876085004489674	0.3042286609240408
TMPRSS6	-0.48242904842982326		0.03876085004489674	0.3042286609240408
NPTN	-0.4825025708365459		0.03876085004489674	0.3042286609240408
MOBKL2A	-0.4825101909835559		0.03876085004489674	0.3042286609240408
PTBP2	-0.48253340173192033		0.03871096478100369	0.3042286609240408
DNM1L	-0.48262950088943507		0.03871096478100369	0.3042286609240408
PCDHGC3	-0.4826848465873917		0.03871096478100369	0.3042286609240408
DMPK	-0.4828094839695127		0.0386111942532176	0.3042286609240408
ATRX	-0.4829269437252539		0.0386111942532176	0.3042286609240408
VPS24	-0.4832077146270981		0.03851142372543151	0.3036978756884343
CRIPAK	-0.48326168639633615		0.038461538461538464	0.30342384887839435
CDKN2D	-0.48335663131382073		0.03836176793375237	0.3027559055118111
FOLR3	-0.48340760747110184		0.03836176793375237	0.3027559055118111
TSPAN31	-0.48357017492955323		0.038311882669859326	0.3026004728132388
PDLIM5	-0.4839034131286572		0.03816222687818019	0.3015372487189594
C15ORF48	-0.48391178363855053		0.03816222687818019	0.3015372487189594
ITGA10	-0.48400804109943774		0.03811234161428714	0.30138067061143986
CASKIN2	-0.48402251978781063		0.03811234161428714	0.30138067061143986
LYG2	-0.4840601905811504		0.03811234161428714	0.30138067061143986
IL25	-0.48419580910748405		0.038012571086501044	0.3009478672985782
ASH1L	-0.4842002212529483		0.038012571086501044	0.3009478672985782
HOXB4	-0.4842111555448723		0.038012571086501044	0.3009478672985782
UBE1C	-0.48425123462103525		0.038012571086501044	0.3009478672985782
MYSM1	-0.4843032779664683		0.037962685822608	0.3009478672985782
ANKFY1	-0.4843199215591137		0.03791280055871495	0.3007518796992481
AES	-0.4847364561797834		0.03761348897535668	0.29849564528899447
C4ORF29	-0.4850548254481932		0.037413947919784495	0.297029702970297
NRG1	-0.4852021701298194		0.03736406265589145	0.2967511885895404
C17ORF85	-0.4852598905361226		0.03721440686421231	0.2956797463337297
SLC16A8	-0.4852645183316257		0.03721440686421231	0.2956797463337297
ARPC2	-0.48527115401141296		0.037164521600319265	0.29551765172550576
LOC148203	-0.48534737478827517		0.037164521600319265	0.29551765172550576
LOC644480	-0.48542074768760596		0.03711463633642622	0.29535529972211194
C1ORF80	-0.4854557531281691		0.03711463633642622	0.29535529972211194
KIF5B	-0.4855644655193967		0.037064751072533174	0.2951926897099722
SMAD7	-0.485585793187164		0.037064751072533174	0.2951926897099722
NDE1	-0.48567695041951503		0.037064751072533174	0.2951926897099722
CYB5B	-0.4856782102271749		0.037064751072533174	0.2951926897099722
WWC1	-0.4857239609809115		0.037064751072533174	0.2951926897099722
C2ORF27	-0.48574945876842		0.037064751072533174	0.2951926897099722
H1FX	-0.4860913683452626		0.036915095280854036	0.29470330545599366
ACSL1	-0.4862674145527639		0.036815324753067945	0.2940239043824701
KRTAP5-9	-0.4863794779836817		0.0367654394891749	0.29374252690314867
HIPK2	-0.4863911847640873		0.0367654394891749	0.29374252690314867
TSC22D2	-0.486420157485892		0.03666566896138881	0.29317909852413243
PLD2	-0.48647506587513134		0.03666566896138881	0.29317909852413243
CASP8AP2	-0.48649440882470846		0.03661578369749576	0.29301397205588825
CFHR3	-0.48662412550269174		0.03661578369749576	0.29301397205588825
TOR1AIP2	-0.4866283890537888		0.03661578369749576	0.29301397205588825
C20ORF166	-0.48665327740481		0.03661578369749576	0.29301397205588825
FZD7	-0.4866593770131577		0.03661578369749576	0.29301397205588825
ZDHHC12	-0.4867191215469889		0.036565898433602716	0.29301397205588825
C21ORF23	-0.48673465073922034		0.036565898433602716	0.29301397205588825
FAM43A	-0.4868948082947329		0.03651601316970967	0.29301397205588825
GATA1	-0.4869267219449433		0.03651601316970967	0.29301397205588825
CCBP2	-0.48698455506849986		0.03641624264192358	0.29246794871794873
TMEM148	-0.48710516184349445		0.03631647211413749	0.29178356713426856
SOX30	-0.487123021144111		0.03631647211413749	0.29178356713426856
PODNL1	-0.48717039712587273		0.03626658685024444	0.291616526273566
TMEM55A	-0.48734879058705644		0.036116931058565296	0.290529695024077
USH1G	-0.4874361011154637		0.036116931058565296	0.290529695024077
LIMA1	-0.487488859775164		0.03606704579467225	0.2903614457831325
MYH14	-0.48749661998214466		0.03606704579467225	0.2903614457831325
PITPNM1	-0.48750197898361397		0.03606704579467225	0.2903614457831325
ZBTB10	-0.48767529237248736		0.03586750473910007	0.28910333735424204
MAP2K4	-0.4877226239027365		0.03581761947520702	0.2888173773129525
RNF24	-0.48777574339659213		0.035767734211313976	0.2885311871227364
IRX3	-0.4879310976087916		0.035767734211313976	0.2885311871227364
CD300LG	-0.48801568111932736		0.035767734211313976	0.2885311871227364
ANGEL2	-0.4880804167544896		0.035767734211313976	0.2885311871227364
CNTNAP3	-0.48825967473573084		0.03561807841963484	0.2877871825876662
FGD2	-0.48845582134145643		0.03556819315574179	0.2875
FBXL16	-0.4885796164548548		0.03556819315574179	0.2875
GNRH2	-0.48860368979922		0.03556819315574179	0.2875
ZNF403	-0.48861343346817027		0.03556819315574179	0.2875
GPNMB	-0.4886466281836408		0.03551830789184875	0.2875
HERPUD2	-0.4886511248140422		0.03551830789184875	0.2875
ZBTB8	-0.4887130691200589		0.0354684226279557	0.2873888439773646
GPSM3	-0.4888409221113478		0.035418537364062655	0.28710068742418116
YPEL5	-0.4888999475493386		0.035418537364062655	0.28710068742418116
C20ORF132	-0.4889224908952956		0.035418537364062655	0.28710068742418116
FAM21B	-0.48900522811849784		0.03536865210016961	0.28704453441295547
LOC113179	-0.4890314879450404		0.03536865210016961	0.28704453441295547
ACVR1	-0.4891574904006142		0.03536865210016961	0.28704453441295547
COL9A3	-0.48922737380536824		0.03536865210016961	0.28704453441295547
GNAI3	-0.48926550843514555		0.03536865210016961	0.28704453441295547
CLDN1	-0.48927026600670864		0.03536865210016961	0.28704453441295547
ADAM9	-0.48932742694610615		0.03531876683627656	0.28704453441295547
PHF2	-0.4894107805440627		0.03526888157238352	0.28704453441295547
ACLY	-0.4896360885771061		0.03501945525291829	0.28513403736799353
CEACAM3	-0.4896492945673145		0.03501945525291829	0.28513403736799353
FLJ20160	-0.48971279296588405		0.03496956998902524	0.28495934959349595
PRR14	-0.48971989527400356		0.03496956998902524	0.28495934959349595
LOC389831	-0.48972979359765856		0.03496956998902524	0.28495934959349595
OSBPL9	-0.4899455775838097		0.03496956998902524	0.28495934959349595
CHM	-0.4899655116165245		0.03496956998902524	0.28495934959349595
TCF7L1	-0.49001989464227114		0.03486979946123915	0.28472505091649697
APBB2	-0.4900699960147665		0.03486979946123915	0.28472505091649697
LOC643650	-0.4900863134208172		0.03486979946123915	0.28472505091649697
ARL5C	-0.4902994307415151		0.03486979946123915	0.28472505091649697
DUSP1	-0.4903348867327524		0.03486979946123915	0.28472505091649697
DLC1	-0.4903589141271153		0.03486979946123915	0.28472505091649697
C9ORF150	-0.4903968117793536		0.03486979946123915	0.28472505091649697
C14ORF32	-0.4905797268179669		0.034720143669560014	0.2843137254901961
KLK4	-0.4906270654178685		0.034720143669560014	0.2843137254901961
METTL7B	-0.4906518717534055		0.034720143669560014	0.2843137254901961
BCL3	-0.4906801512814592		0.034720143669560014	0.2843137254901961
CLSTN3	-0.4906984456444414		0.03467025840566697	0.2843137254901961
C19ORF7	-0.49083077224545063		0.03462037314177392	0.2840769545640606
PAPSS1	-0.49085240561371923		0.03462037314177392	0.2840769545640606
DCD	-0.4908587837900834		0.03462037314177392	0.2840769545640606
MBOAT1	-0.49087029882309874		0.03462037314177392	0.2840769545640606
LOC285771	-0.49087645187847295		0.03462037314177392	0.2840769545640606
TTTY15	-0.4910373312392055		0.034570487877880876	0.2840769545640606
RAB39	-0.4910379471832437		0.034570487877880876	0.2840769545640606
CRIP2	-0.49114769188703816		0.034470717350094784	0.2836617405582923
NFKBIE	-0.491255053660315		0.03442083208620174	0.2833675564681725
TMTC1	-0.49136741014838875		0.03432106155841565	0.2826622843056697
LASS3	-0.4914856779512042		0.034221291030629555	0.2819564323879984
ARHGEF1	-0.49151670939791003		0.034221291030629555	0.2819564323879984
UBXD7	-0.49191528303235194		0.03397186471116432	0.2801316330728095
FAM44A	-0.49195067008976273		0.03397186471116432	0.2801316330728095
ROPN1L	-0.4921375352865017		0.033921979447271274	0.2799505969534788
FMNL1	-0.49227480542554203		0.03387209418337823	0.27965403624382207
LOC58486	-0.49233184500400956		0.03387209418337823	0.27965403624382207
ETV4	-0.49244225809754827		0.03382220891948518	0.27947238252267104
MXD1	-0.4924527882523649		0.03382220891948518	0.27947238252267104
LOC255130	-0.4926208630737897		0.03382220891948518	0.27947238252267104
ARSI	-0.4927265826516949		0.033772323655592136	0.27940569541890214
MGC13098	-0.49276143586377885		0.033772323655592136	0.27940569541890214
CREB5	-0.49286017104661034		0.033772323655592136	0.27940569541890214
KLHL12	-0.493065956984918		0.03372243839169909	0.2793388429752066
FAM108A1	-0.49310778885578965		0.03372243839169909	0.2793388429752066
KCNG2	-0.4931766607894587		0.03372243839169909	0.2793388429752066
MMP12	-0.49323383014245736		0.03372243839169909	0.2793388429752066
FLJ13310	-0.4933155330017846		0.033672553127806044	0.2793388429752066
GPX1	-0.49353896623425636		0.03357278260001995	0.27867494824016564
LOC132321	-0.4935997224002793		0.03347301207223386	0.2779618889809445
C1RL	-0.49361238499023286		0.03347301207223386	0.2779618889809445
MTMR12	-0.49367704087882425		0.03337324154444777	0.277363184079602
PSMD2	-0.4937161355049299		0.03337324154444777	0.277363184079602
JMJD2D	-0.49386024460948746		0.03327347101666168	0.27676348547717844
DYSF	-0.4939042497445536		0.03327347101666168	0.27676348547717844
BEYLA	-0.4941439186145288		0.033173700488875586	0.2761627906976744
UHRF2	-0.49421412729061104		0.03312381522498254	0.27586206896551724
CDC42BPB	-0.49422547121284577		0.03312381522498254	0.27586206896551724
NCAPG	-0.49430668461977156		0.03302404469719645	0.2752598752598753
KRTAP1-3	-0.4943465933816002		0.03302404469719645	0.2752598752598753
MUS81	-0.49452131515292974		0.0329741594333034	0.2750728256346234
RNF185	-0.4946099603570184		0.0329741594333034	0.2750728256346234
CNOT8	-0.49466866471207305		0.03287438890551731	0.27446897126197417
SLC22A14	-0.4946866830034558		0.03287438890551731	0.27446897126197417
C6ORF62	-0.494772881961918		0.032724733113838174	0.27344726969570654
SDC3	-0.4948269795491769		0.032724733113838174	0.27344726969570654
SH3GLP2	-0.4948424930005832		0.032724733113838174	0.27344726969570654
RAB3GAP1	-0.49484648177163215		0.032724733113838174	0.27344726969570654
EGLN3	-0.49520582587743883		0.032575077322159036	0.27265135699373694
FBXL3	-0.4953970197876985		0.032475306794372945	0.2719298245614035
ADHFE1	-0.4954395491053209		0.032475306794372945	0.2719298245614035
TRAK1	-0.4954776858168027		0.0324254215304799	0.2717391304347826
GCLM	-0.49548015780646165		0.0324254215304799	0.2717391304347826
SMUG1	-0.49548620178893255		0.0324254215304799	0.2717391304347826
LOC256273	-0.49549493533848094		0.0324254215304799	0.2717391304347826
MAPK14	-0.495574900206124		0.03232565100269381	0.27135678391959805
LILRA2	-0.4955826442468723		0.03232565100269381	0.27135678391959805
TOM1L1	-0.4958293093277075		0.03227576573880076	0.27116512992456
HIPK3	-0.4959044677069386		0.03222588047490771	0.27085953878406704
PRMT2	-0.49595599093828524		0.03222588047490771	0.27085953878406704
PDCL	-0.4960244278795554		0.03217599521101466	0.27066722618548045
NIBP	-0.49618226475630894		0.03217599521101466	0.27066722618548045
DMWD	-0.49620306061733344		0.03217599521101466	0.27066722618548045
ZNF706	-0.4963774693942578		0.03207622468322857	0.27016806722689074
LOC283482	-0.4964033411892134		0.03207622468322857	0.27016806722689074
FGF2	-0.49647434609461005		0.031926568891549434	0.2691337258200168
USP33	-0.49651657306903213		0.03187668362765639	0.26882625157761886
SEC23A	-0.4966101750357016		0.03187668362765639	0.26882625157761886
RCOR1	-0.49676906621553796		0.03172702783597725	0.2677894736842105
CCNG1	-0.49695845873246		0.03162725730819116	0.2670598146588037
SLC37A1	-0.497063906233126		0.03162725730819116	0.2670598146588037
G6PD	-0.497085753373537		0.03157737204429811	0.2668634064080944
ALAS1	-0.4971200710549231		0.03147760151651202	0.26613243357233235
LY6G6C	-0.4971286866655691		0.03147760151651202	0.26613243357233235
GPRIN2	-0.4971624897423518		0.03147760151651202	0.26613243357233235
KIAA0753	-0.4971643012341375		0.031427716252618976	0.2660472972972973
HDAC11	-0.497289783206568		0.03137783098872593	0.2657372201098437
POU5F1	-0.49732879744493697		0.031327945724832884	0.2654268808114962
AP2B1	-0.4973467153647607		0.031327945724832884	0.2654268808114962
CRYZL1	-0.4973696469993838		0.031327945724832884	0.2654268808114962
ZNF83	-0.49736981210676867		0.031327945724832884	0.2654268808114962
TCP11L1	-0.49737439973341935		0.031327945724832884	0.2654268808114962
KCNQ1OT1	-0.49758855179131306		0.0311284046692607	0.26429479034307496
MOBKL1A	-0.4978604843926827		0.03102863414147461	0.2635593220338983
TCF3	-0.49797311916277043		0.03102863414147461	0.2635593220338983
DOCK9	-0.4979986024957747		0.03102863414147461	0.2635593220338983
ZNRF4	-0.4980956453945768		0.03102863414147461	0.2635593220338983
WDR51A	-0.49817750443837444		0.03102863414147461	0.2635593220338983
TAF7L	-0.49831303347403566		0.030978748877581563	0.2635593220338983
PRKCI	-0.4983182194403158		0.030978748877581563	0.2635593220338983
GH2	-0.4988933972008778		0.030878978349795472	0.26306842328941776
CD44	-0.4989446521697668		0.030878978349795472	0.26306842328941776
C16ORF57	-0.4989860618138323		0.030878978349795472	0.26306842328941776
TBC1D22B	-0.4990332187317187		0.030829093085902426	0.2629787234042553
ATP12A	-0.49906973718008424		0.030829093085902426	0.2629787234042553
TUBA6	-0.4991230354014834		0.030829093085902426	0.2629787234042553
PI15	-0.49913766519284786		0.030829093085902426	0.2629787234042553
LMNB1	-0.4991884818729492		0.030829093085902426	0.2629787234042553
KARCA1	-0.49919422876071917		0.030829093085902426	0.2629787234042553
EXOC1	-0.4991995173967461		0.030829093085902426	0.2629787234042553
FAT3	-0.49936146003654425		0.03077920782200938	0.2629787234042553
ALS2	-0.4993694359694769		0.03077920782200938	0.2629787234042553
GPR6	-0.49950458828267075		0.03077920782200938	0.2629787234042553
ANTXR2	-0.49950674985027826		0.03077920782200938	0.2629787234042553
MCC	-0.4995546843784243		0.03077920782200938	0.2629787234042553
GANAB	-0.4995825780197664		0.03072932255811633	0.2629787234042553
SNX24	-0.49966219695972985		0.03072932255811633	0.2629787234042553
SERINC3	-0.4996653162917228		0.03072932255811633	0.2629787234042553
GALNT5	-0.499755359531859		0.030679437294223285	0.2629787234042553
T	-0.4997731823731238		0.030679437294223285	0.2629787234042553
HMBOX1	-0.49986167630985223		0.030679437294223285	0.2629787234042553
ABHD9	-0.4999123906492745		0.030679437294223285	0.2629787234042553
CDKN1B	-0.5000277538908474		0.030679437294223285	0.2629787234042553
GSTA4	-0.5000290768686572		0.030679437294223285	0.2629787234042553
PRSS8	-0.5000364014460353		0.030679437294223285	0.2629787234042553
G6PC2	-0.5001159404060765		0.030529781502544148	0.26288659793814434
ATP6V1B2	-0.5001214556726856		0.030529781502544148	0.26288659793814434
ZNF655	-0.5001852803348787		0.030529781502544148	0.26288659793814434
GSDMDC1	-0.5003995292164808		0.03028035518307892	0.2610752688172043
SH3PXD2A	-0.5004809206190199		0.030230469919185873	0.2607573149741824
VPS18	-0.5007259459800754		0.030080814127506735	0.2595781317262161
LOC653485	-0.5007348631021494		0.03003092886361369	0.25925925925925924
FCHO2	-0.5007472270585599		0.03003092886361369	0.25925925925925924
VAT1	-0.5007716892461653		0.03003092886361369	0.25925925925925924
TTC14	-0.5009054181801099		0.029981043599720644	0.25916343251401464
RAB24	-0.5009186726916796		0.029981043599720644	0.25916343251401464
CDKN3	-0.5010864439654036		0.029931158335827598	0.2589555459646094
WWP1	-0.5012092159530033		0.029881273071934552	0.2586355785837651
KIAA0363	-0.5012109820964084		0.029881273071934552	0.2586355785837651
